,Measured distance,Measured anomaly
0,0.7186765529167692,-626.6079160748257
1,1.0038033847049583,-575.6491834817848
2,1.2904922571804291,-524.6904508887442
3,1.577891973487997,-473.731718297934
4,1.865674054149612,-422.77298453357025
5,2.1536852269661604,-371.8142519405295
6,2.4418444300655646,-320.8555193474888
7,2.730104790436724,-269.8967855831249
8,3.0184373270096074,-218.9380529900841
9,3.306823159872473,-167.9793203970434
10,3.5952494637488535,-117.02058663267968
11,3.8837072220624322,-66.06185403963852
12,4.172189910595883,-15.103121446597896
13,4.4606926925366635,35.85561114421219
14,4.749211905807096,53.42303652578295
15,5.037744727501164,70.12349753563757
16,5.326288945967577,86.82395854549449
17,5.61484280409883,103.5244251891398
18,5.9034048885148,120.22488619899714
19,6.191974049041645,136.9253472088526
20,6.480549340341705,153.6258138524979
21,6.769129978468242,170.32627486235418
22,7.057715307481333,187.0267358722107
23,8.50359559479693,-27.773615869737284
24,8.792104721544161,-11.073149226091545
25,9.080622038910361,5.6273117837642985
26,9.3691467901701,22.327772793621904
27,9.657678309008755,39.02823943726759
28,9.946216006554339,55.72870044712347
29,10.234759360250882,72.42916140019207
30,10.5233079046759,89.1296280438378
31,10.811861224376752,105.83008905369152
32,11.10041894691428,122.5305500635474
33,11.388980737630133,139.23101107340457
34,11.677546294900324,155.93147771705068
35,11.966115346308776,169.08648879748787
36,12.254687644981296,179.90129669392098
37,12.543262966759542,190.71610876366483
38,12.831841107756189,201.53091666009817
39,13.120421881971767,212.34572451415255
40,13.409005119246375,223.1605365838954
41,13.697590664026409,233.97534448032877
42,13.986178373441978,244.79015237676361
43,14.274768116208174,255.60496027319695
44,14.56335977141347,266.4197723429408
45,14.851953227637466,277.234580239375
46,15.140548381861949,288.0493881358091
47,16.585033242036886,121.1515834840504
48,16.87361137891536,131.96639138048462
49,17.162191528972045,142.7811992769187
50,17.450773592332308,153.59600717335334
51,17.739357475593607,152.56141866939208
52,18.027943091410926,128.43399929069605
53,18.31653035786712,104.30657991200006
54,18.605119198127113,80.17916046694506
55,18.89370954018224,56.05174108409202
56,19.182301316112152,31.92432170539602
57,19.470894462191406,7.796902260341014
